Community,Protein
5,NAP1L1
5,NASP
5,MTA2
5,DNAH7
5,AKNA
5,FOXR1
5,IQSEC1
5,TBC1D8B
5,ZFP90
5,ZNF529
5,DNAH11
5,KIF26A
5,KLHDC10
5,SAMSN1
5,MAST1
5,MAGEE1
5,UNKL
5,KMT2E
5,KMT2C
5,PERM1
5,FEZF1
5,ANKZF1
5,ATXN7
5,PHF21B
5,FDX1L
5,HOXD13
5,HOXC13
5,HOXA13
5,ZNF878
5,MRGPRG
5,INPP5B
5,PPP3CA
5,GDI1
5,MARS2
5,GSTM3
5,FAM47E-STBD1
5,FER
5,U2AF1
5,SF3A1
5,PTMA
5,ZNFX1
5,GARS
5,CPSF4
5,RBM17
5,POLR3D
5,PCF11
5,SNRPC
5,CMTR1
5,YBX2
5,LSMEM1
5,DGAT2
5,TRF-GAA1-5
5,DCAF5
5,WDR26
5,WDR83
2,TARS2
2,GOLGA7
2,nsp10
2,AP2A2
2,GFER
2,ERGIC1
2,AP2M1
2,GRPEL1
2,RBM41
2,TLE1
2,GRIPAP1
2,IMPDH2
2,RAB8A
2,RAB2A
2,ORF3a
2,VPS39
2,VPS11
2,PRPF40A
2,TRIM7
2,NCAPH2
2,NDUFS2
2,NDUFS8
2,NDUFA10
2,ADPGK
2,EFHD2
2,CHPT1
2,ADCY6
2,ATP8B1
2,RHEB
2,ACVR2A
2,PROCR
2,CD99L2
2,LDLR
2,SLC4A10
2,BMPR1A
2,PMEPA1
2,SHC1
2,HPCAL1
2,SELK
2,MGLL
2,GSK3A
2,NRSN2
2,TSKU
2,SLC4A4
2,FLRT3
2,DDT
2,LTBR
2,KIAA0930
2,MICA
2,LMCD1
2,UGCG
2,PPIC
2,PLP2
2,ZNRF3
2,GNAQ
2,DLGAP4
2,PTPRF
2,LRP11
2,CDH16
2,CD38
2,ZDHHC20
2,PTPRA
2,TGFBR2
2,LRFN4
2,TNFRSF1A
2,C16orf45
2,PCDHGC3
2,SLC16A6
2,KIAA0319
2,UBL3
2,AKR7A2
2,TREX1
2,IL6ST
2,IL13RA1
2,OPN3
2,DAK
2,TRIM16
2,TPBG
2,TMEM30B
2,GAL3ST1
2,PLXND1
2,CDH17
2,LRRN2
2,MMP15
2,TMEM206
2,PHPT1
2,RNF130
2,ZDHHC9
2,FXYD2
2,STEAP2
2,HLA-G
2,BROX
2,MFAP3L
2,TBCB
2,NAPG
2,RAB5A
2,AHCYL1
2,IFITM1
2,EPHB3
2,GABARAPL2
2,SRXN1
2,STEAP1B
2,PTPRM
2,TNFRSF10D
2,TNFSF9
2,PTPN11
2,IL10RB
2,CMIP
2,FKBP1A
2,TMEM55A
2,RAB9A
2,LGALS3
2,IDH1
2,TNFRSF10A
2,HMGCS2
2,GCLC
2,EPCAM
2,RNPEP
2,WWP1
2,FGFR1
2,DDR1
2,PTPRS
2,SULT1A3
2,IPO11
2,XPOT
2,XPO5
2,RANBP6
2,B4GALT7
2,TMEM248
2,GINM1
2,SORT1
2,DIS3
2,TMEM192
2,TMEM56
2,CUX1
2,ERLIN2
2,MAZ
2,TFRC
2,EGFR
2,CLPX
2,DLD
2,NDUFA9
2,ATP1A1
2,PDHA1
2,RPN2
2,DNAJC7
2,MBOAT7
2,ABCB6
2,DDX39A
2,CARM1
2,CNP
2,FLOT2
2,LDHB
2,NMD3
2,FERMT1
2,WDR11
2,PSAP
2,RAB6A
2,RECQL
2,RPS16
2,DYNLL1
2,CLASRP
2,PHGDH
2,PPHLN1
2,ATRX
2,ARID1B
2,IRF2BPL
2,SAP130
2,ASRGL1
2,ARID1A
2,FNIP1
2,SPECC1L
2,MARCKSL1
2,RHOG
2,AP2A1
2,MCM7
2,CLSPN
2,NKRF
2,PRPF4B
2,LRP4
2,C1orf106
2,TBC1D24
2,SERPINB12
2,PIKFYVE
2,GLE1
2,MTFR2
2,LACTB
2,SAMM50
2,IDH3B
2,NDUFS3
2,ALDH7A1
2,ALDH18A1
2,PPP1R9A
2,TBC1D10A
2,COG6
2,PACSIN3
2,PCDH19
2,AKAP12
2,ANKH
2,AP2B1
2,ARVCF
2,CDK16
2,EFNB3
2,EPB41L1
2,EPB41L2
2,EPHB4
2,FAM171B
2,FCHO2
2,FERMT2
2,FRS2
2,GAB1
2,LIN7C
2,MLF2
2,FAM129B
2,PALM
2,PIP5K1C
2,PLEKHA1
2,RASAL2
2,ROBO2
2,TMEM51
2,KIAA0195
2,TULP3
2,UNC5B
2,USP6NL
2,WDR48
2,ELP4
2,AASDH
2,AZI2
2,BBS2
2,DIAPH2
2,GSE1
2,HIRA
2,KANSL3
2,KDELR2
2,LIMA1
2,LSM4
2,MAP2K7
2,MLLT6
2,MORC3
2,PHC2
2,PSMA3
2,FAM101B
2,THAP11
2,THOC5
2,TSHZ3
2,ZMYM1
2,ZNF217
2,DIABLO
2,PPP1R12A
2,MAST4
2,MIB2
2,NDUFV1
2,SRP9
2,TOLLIP
2,POLD1
2,NDUFA5
2,ATP13A2
2,BRK1
2,C7orf43
2,MGAT1
2,MKLN1
2,NLGN2
2,RPS6KC1
2,SNX30
2,STON2
2,STXBP1
2,TBC1D12
2,TRAPPC10
2,TRAPPC2
2,TRAPPC2L
2,TRAPPC4
2,TRAPPC6B
2,VPS8
2,CSNK1A1
2,GK
2,ARPC2
2,INSR
2,PPAP2B
2,SMARCB1
2,SIK3
2,PPIH
2,TTC19
2,ZZEF1
2,HECTD3
2,PLEKHH2
2,SUOX
2,ACP6
2,FBLN1
2,GSTCD
2,RGS19
2,MED29
2,PRPS1L1
2,RCL1
2,TUBGCP6
2,TUBGCP5
2,RASEF
2,TUBG2
2,SYT1
2,DEK
2,TUBA3E
2,IPCEF1
2,ABCB11
2,PTPRD
2,CCDC109B
2,MAN1A1
2,HS6ST3
2,KIT
2,TXNDC11
2,ALDOB
2,TXNDC16
2,AASDHPPT
2,GALK1
2,CAND1
2,CDK4
2,PELO
2,HK3
2,TES
2,GSPT2
2,TK1
2,ZYX
2,TRIP6
2,OSGEP
2,ZC3H15
2,MSH6
2,MID2
2,MYO18A
2,SKIV2L2
2,MYO1D
2,RPSA
2,CALM2
2,NBN
2,SVIL
2,NTPCR
2,IPO5
2,NDUFA4
2,ARPC3
2,CD59
2,UQCRB
2,ATP5J2
2,NDUFA13
2,DNAJA2
2,HIST1H2BK
2,TRA2B
2,MRPL14
2,POTEJ
2,DBN1
2,AHSA1
2,RBM11
2,NCOA5
2,NCBP2
2,MRPL10
2,CAPZB
2,SAP18
2,TUBB4A
2,MYL6B
2,USP4
2,HIST2H3C
2,CCDC168
2,SYT4
2,NKIRAS2
2,PDZD3
2,PARD3B
2,FRMPD4
2,PDZK1
2,PRKAR1A
2,IFITM2
2,GNAI1
2,GPNMB
2,ZDHHC2
2,DNER
2,PLEKHB2
2,GOLGA7B
2,SLAMF7
2,MICB
2,SLC6A17
2,NMRAL1
2,LGMN
2,CLDN23
2,DDAH1
2,DDAH2
2,CLCN5
2,NPDC1
2,ABHD17A
2,SYT13
2,MCOLN1
2,LAMP1
2,S100A8
2,KAT2A
2,MXRA8
2,ARNT2
2,VPS4B
2,SLC35D1
2,DYRK4
2,ITGB1BP2
2,MEI4
2,MISP
2,ZNF579
2,PCBD1
2,KRAS
2,DPF2
2,ALDOC
2,KRT71
2,PTK2
2,PGS1
2,POLR2G
2,CDK17
2,FGFR3
2,CDK7
2,CAMK1G
2,TRIB3
2,UVRAG
2,NR3C1
2,DDX11L8
2,CLPP
2,HIBADH
2,GLIPR2
2,SERP1
2,SLC7A3
2,CNEP1R1
2,TBC1D2B
2,THSD1
2,KIAA0040
2,SHISA8
2,SNX29
2,ATG16L1
2,ZNF385A
2,C5orf34
2,ARMCX5
2,EML3
2,RFC2
2,ACOX1
2,RAB2B
2,NRAS
2,DNMT3B
2,MINA
2,GAA
2,MBLAC2
2,RAC3
2,NR2F6
2,CA2
2,DRAP1
4,AAR2
4,S
4,nsp2
4,RAP1GDS1
4,KIAA1033
4,WHSC1
4,NOL10
4,TIMM8B
4,STOML2
4,PLOD2
4,PLAT
4,HYOU1
4,TMPRSS2
4,CLEC10A
4,CD33
4,SIGLEC9
4,SIGLEC10
4,TTF1
4,LTN1
4,FOCAD
4,TMUB1
4,LSS
4,ITGA6
4,CLIP1
4,PI4K2A
4,TOM1L1
4,HOOK3
4,IGF2R
4,FKBP3
4,STX7
4,ACO1
4,ANXA5
4,SPAG9
4,MTX1
4,TMEM199
4,CALML5
4,RNF170
4,CLEC4M
4,MRC1
4,CDKAL1
4,FOXK1
4,MLEC
4,DDX58
4,CD207
4,ASGR1
4,KREMEN1
4,KREMEN2
4,LILRB2
4,DPP4
4,PROM1
4,GPC3
4,NAALAD2
4,CEACAM7
4,RTN4RL2
4,CEACAM5
4,ARL6IP5
4,CYP51A1
4,NNT
4,ARHGAP1
4,MRPS35
4,RRBP1
4,DNAJB14
4,RBBP9
4,WDR3
4,MPC2
4,HSD17B4
4,ASNS
4,NARS
4,VPS36
4,SLC12A9
4,PWP2
4,RPS8
4,VDAC2
4,RPF2
4,MTDH
4,HNRNPLL
4,PAIP1
4,FAM179B
4,SPATS2L
4,STAU2
4,TRIM26
4,RPL14
4,SRSF6
4,COIL
4,SNX12
4,PHACTR2
4,TACC1
4,SENP3
4,PSMA6
4,USO1
4,AVEN
4,RAPGEF6
4,BCKDHA
4,RRP7A
4,NOL8
4,DDX55
4,SCAF1
4,SET
4,DDX50
4,NOP14
4,EPN2
4,NUMB
4,ZFYVE9
4,RBSN
4,PDIA6
4,ROBO1
4,LIFR
4,ATP1B3
4,DNAJC10
4,TACO1
4,BANF1
4,BSDC1
4,LEMD2
4,NDUFAF3
4,AREL1
4,C2CD4C
4,IFIT1
4,JUP
4,PTK7
4,RFTN1
4,SH3D19
4,SNX6
4,SNX9
4,TNIK
4,TRAPPC12
4,ANKRD17
4,FAM193A
4,GEN1
4,GKAP1
4,HDLBP
4,IFIT3
4,IFIT5
4,SRP68
4,TDRD3
4,USP16
4,EIF4G2
4,RUVBL1
4,KIAA1244
4,ARHGAP29
4,ARHGEF10
4,HAUS2
4,HOMER1
4,KIAA1191
4,STON1
4,USP15
4,INPP5F
4,KIAA1804
4,MTMR1
4,PARP9
4,KIAA0196
4,AKTIP
4,ARFGAP1
4,ARHGEF1
4,C11orf49
4,CASP8
4,CCDC102A
4,CCDC66
4,DCTN5
4,DCTN6
4,DMTN
4,DNAJC12
4,EEF2K
4,EEFSEC
4,EFTUD1
4,GLT8D1
4,GPBP1
4,GPBP1L1
4,HEATR5B
4,ITPKA
4,KIZ
4,MAP1LC3B
4,ZAK
4,MAP9
4,NAA30
4,NAA35
4,NFATC3
4,NME7
4,NPHP4
4,POLR2M
4,PPP6R2
4,RAB11FIP5
4,RALBP1
4,RPGRIP1L
4,SEPT3
4,SESN2
4,SH3KBP1
4,SSH3
4,SWAP70
4,TACC3
4,TCHP
4,TRAPPC11
4,USP47
4,CCDC53
4,WIPI2
4,ZFAND5
4,ZNF428
4,DCTN4
4,FKBP11
4,VIPAS39
4,N4BP1
4,NAV1
4,TJP1
4,KRI1
4,TRAPPC9
4,DCTN2
4,TFG
4,TARBP1
4,NSUN5
4,UTP18
4,EPHA4
4,PLCL2
4,PTPN14
4,ROCK1
4,RRAGC
4,SUSD5
4,ANXA1
4,CUTA
4,OSBPL2
4,TBC1D10B
4,TMEM120B
4,HAVCR1
4,TLR4
4,SFTPD
4,MAP3K14
4,VDAC1
4,A2M
4,RBMXL1
4,NSA2
4,SRSF10
4,MOCS2
4,CTSK
4,CTSV
4,NCF2
4,COX4I1
4,COX5A
4,KIF7
4,TXLNA
4,MSMP
4,APOA4
4,NID1
4,CLPS
4,F10
4,CLEC4G
4,VRK3
4,CD3EAP
4,RFC1
4,MCM2
4,MCM6
4,EXOSC7
4,EXOSC6
4,MSL1
4,TRMT1L
4,ZNF512
4,RNF2
4,KAT8
4,MSL2
4,UQCRC1
4,SEPT7
4,COX6B1
4,MBL2
4,XRN2
4,CD2
4,GPR101
4,MRGPRE
4,LRRC15
4,LRRC3C
4,CLDN18
4,OTOP2
4,SMURF1
4,SMURF2
4,SRSF7
4,RAB4A
4,SDR39U1
4,ARF3
4,DDX1
4,IQGAP1
4,LCP1
4,ZC3H14
4,LDLRAD3
4,HMGB2
4,TTYH2
4,GLOD4
4,SIGLEC1
4,ITGB6
4,TPD52L3
4,ENKUR
4,CDKL3
4,EPB41L4A
4,ESR1
4,F8
4,F9
4,CFB
4,CFI
4,NGF
4,TG
4,IRF9
4,AGK
4,TFDP1
4,NMT1
4,IFITM3
4,HNRNPCL1
4,XYLB
4,CHMP5
4,INTS3
4,FARSA
4,FANCB
4,WAPAL
4,NIT2
4,LACTB2
4,WDR60
4,POLR3F
4,XAB2
4,TRMT112
4,ARAP1
4,MCMBP
4,MYH7
4,GTF2H2
4,RECQL4
4,RPL22L1
4,KLHL42
4,ATP6V1B2
4,APOE
4,IL12RB1
4,IL1RAPL2
4,MAL2
4,EREG
4,HMGA2
4,EDIL3
4,IGKC
4,RIN1
4,LRRC14
4,MRPL23
4,YBEY
4,CEACAM6
4,ACO2
4,ABHD11
4,LCN1
4,ETHE1
4,CASP14
4,DPEP1
4,SCP2
4,SEMG1
4,GNG12
4,CHCHD2
4,ANXA3
4,SOD1
4,SNRPN
4,TALDO1
4,AAMP
4,CCDC127
4,NUDT5
4,PPP1R2
4,AKAP13
4,PGAM1
4,RWDD4
4,SYTL4
4,VARS
4,ZFAND6
4,ETV1
4,ZNF274
4,IGHV3-53
4,IGHV2-5
4,IGHV3-30
4,IGHV4-39
4,FLT1
4,IGHV1-24
4,SNCA
4,SCO2
4,CHORDC1
4,TUBB8
4,RNF114
4,KRT25
4,DUSP14
4,WNT1
4,METAP1
4,CRB1
4,BLMH
4,LDHC
4,LYPLA2
4,CFH
4,CFP
4,CD46
4,CR2
4,DENND6B
4,TET2
4,RAD54L
4,PARG
4,SPINT1
4,ULBP3
4,MOXD1
4,FREM2
4,RNMT
4,ARHGAP33
4,RNF25
4,AGBL5
4,ENKD1
4,RTKN
4,MDM1
4,SHOX2
4,HINT3
4,USP53
4,LONRF2
4,KIAA0101
4,DMRT3
4,FBXO6
4,APOBEC3B
4,ZBED3
4,SLC31A1
4,HOXD8
4,TCEAL8
4,EIF3CL
4,OIP5
4,CCSAP
4,C1orf122
4,FAM120B
4,PHRF1
4,FBXO31
4,C19orf43
4,HDAC3
4,PTPRK
4,HOXC8
4,ATAT1
4,PRNP
4,NELL2
4,CXCL16
4,NARR
4,LONRF3
4,AGAP3
4,MAMLD1
4,AGTR1
4,HNP1
4,IST1
4,STAMBP
4,PROSER2
4,ALDH16A1
4,SDC1
4,SDC3
4,CRP
4,CACNA1C
4,AVP
4,AVPR1B
4,C1QA
4,C1QC
4,C1QB
4,C4BPB
4,APOD
4,THAP5
4,C4BPA
4,KIF20B
4,APCS
4,KIF4B
4,SEPP1
4,HRG
4,HABP2
4,CDA
4,CPN1
4,LGALS7
4,RRAD
4,VPS26B
4,ZNHIT2
4,HOMER3
4,CBR3
4,AMZ2
4,PF4
4,TYMP
4,TRA
4,TRB
4,TGM3
4,APOM
4,DEFA1
4,SERPINC1
4,AFP
4,POSTN
4,ITIH3
4,GSDMA
4,PKP1
4,F5
4,CDSN
4,APOC3
4,RBM20
4,RALGDS
4,SIK2
4,OGFOD1
4,EYA4
4,GALNT6
4,UBE3B
4,TLL1
4,IQGAP3
4,ARMC5
4,PIK3R4
4,ADCK3
4,PAPLN
4,AP5B1
4,AACS
4,CDC25B
4,ASB3
4,HPS5
4,TYK2
4,KIAA0226
4,ULK1
4,SLC22A4
4,PMS1
4,MFSD12
4,SLC25A32
4,CDC45
4,EFEMP1
4,CUL5
4,URGCP
4,RIOK2
4,TMEM62
4,EZH2
4,DSTYK
4,RHOBTB3
4,MAP3K6
4,PPP4R1
4,PRSS21
4,ELP2
4,LONP2
4,ALG10B
4,HELLS
4,PAM
4,GNAT3
4,KLHL11
4,WASH6P
4,ZXDB
4,LPL
4,NRDE2
4,PARP4
4,HEXIM1
4,ERCC4
4,SPATA5
4,UBR1
4,CHTF18
4,POGK
4,AP4B1
4,ASH2L
4,RNF216
4,CUL3
4,ZNF143
4,TUBA4A
4,EIF2D
4,TONSL
4,TBX3
4,TMEM14D
4,DHX34
4,TAOK3
4,FBRSL1
4,FIGNL1
4,GAPDHS
4,AMBRA1
4,DGKA
4,PRSS2
4,PRSS3P2
4,SMARCAD1
4,MTMR12
4,CMTR2
4,DENND5A
4,TBC1D17
4,PCSK5
4,TOP3A
4,DOCK10
4,LUC7L2
4,PLCE1
4,MORC2
4,IFT122
4,DROSHA
4,HNRNPCL4
4,DMXL2
4,MOCOS
4,PHKA2
4,GPAM
4,ARHGEF5
4,SUPT5H
4,DHX38
4,ARHGEF28
4,CDC42BPG
4,ECT2
4,COLGALT2
4,GTPBP2
4,COL6A2
4,ARHGEF40
4,ORC3
4,GMIP
4,LIG4
4,ERF
4,DHX40
4,SHCBP1
4,ATN1
4,GGNBP2
4,SIN3A
4,SEMA3E
4,RAP1GAP
4,SAMD9
4,SAMD4B
4,DENND3
4,RNF128
4,SORL1
4,ERBB3
4,RAF1
4,C12orf56
4,HR
4,HRH1
4,FBXO2
4,BTN3A1
4,GALNT3
4,HBG1
4,CLEC1B
4,ANPEP
4,CD55
4,ICAM1
4,NTRK3
4,CTH
4,IVD
4,MPST
4,MTAP
4,NEFM
4,PAFAH1B3
4,PGM3
4,DDX46
4,PQBP1
4,GPHN
4,SRRM1
4,NUDT21
4,LARS2
4,HTATSF1
4,ANKFY1
4,NANS
4,MRPL40
4,ZC3HAV1L
4,CKMT1A
4,CDK11A
4,C6orf211
4,KIAA1429
4,CECR5
4,C21orf33
4,ANXA4
4,CTSG
4,IGHA1
4,IGLC3
4,LCN2
4,MPO
4,PRTN3
4,S100A6
4,SPOCK2
4,HMGB1P1
4,CORO1A
4,UGT1A6
4,MRPL57
4,IGLL5
4,AGER
4,RABL2A
4,RPA4
4,FABP6
4,PAIP2
4,PAK1
4,TPPP2
4,IL18
4,PVALB
4,TTYH1
4,RALYL
4,TMPRSS11D
4,FAM136A
6,N
6,PABPC1
6,CSNK2A2
6,G3BP1
6,PABPC4
6,FAM98A
6,SNIP1
6,MOV10
6,G3BP2
6,MYCBP2
6,UBAP2L
6,ZC3H7A
6,MRPS5
6,EIF4H
6,ORF10
6,CUL2
6,THTPA
6,ZYG11B
6,RBX1
6,TCEB1
6,SUN2
6,ORF8
6,STC2
6,CISD3
6,COL6A1
6,PVR
6,LOX
6,PCSK6
6,INHBE
6,NPC2
6,OS9
6,NPTX1
6,KDELC1
6,KDELC2
6,ERO1LB
6,FOXRED2
6,CHPF
6,GGH
6,ERLEC1
6,IL17RA
6,NGLY1
6,HS6ST2
6,NEU1
6,GDF15
6,TM2D3
6,ERP44
6,EDEM3
6,POFUT1
6,PLEKHF2
6,FBXL12
6,UGGT2
6,CHPF2
6,ADAMTS1
6,FKBP7
6,CSDE1
6,ACE2
6,CD209
6,STIP1
6,MCFD2
6,ATP12A
6,GUSB
6,C5
6,SERPINE2
6,UPK1B
6,PYCRL
6,ALG6
6,SLC9A1
6,CDK5RAP3
6,PCNP
6,ANGPT4
6,PTRF
6,HFE
6,ENTPD6
6,TCTN3
6,GCNT3
6,TMEM41A
6,NBR1
6,BRI3BP
6,PDLIM1
6,PMM2
6,B2M
6,CNNM3
6,SLC6A6
6,SMS
6,TOR1B
6,LRRC47
6,PLXNA1
6,RHBDF2
6,HLA-A
6,HSPA13
6,GGT1
6,FANCD2
6,GOLM1
6,FAS
6,ZDHHC3
6,CSGALNACT1
6,GALNT10
6,GALNT1
6,SGCD
6,CNTNAP3
6,C16orf58
6,PEX13
6,B4GAT1
6,EXT1
6,GLCE
6,HTATIP2
6,TGFB2
6,SEP15
6,FGA
6,TGFB1
6,IGFBP4
6,PLAU
6,MAN2A1
6,CNTNAP3B
6,NTS
6,ST8SIA4
6,PROS1
6,EGFL7
6,LTBP1
6,CXCL5
6,ERLIN1
6,CCPG1
6,STT3B
6,MGAT2
6,ADAM10
6,CNTN1
6,LRPPRC
6,ILVBL
6,PHB2
6,CLPTM1
6,PLXNB2
6,SUCO
6,SARAF
6,ANO10
6,ZDHHC7
6,PCDHB2
6,RPL18A
6,RPL21
6,RPL26
6,RPL30
6,RPS9
6,FNDC3B
6,DGKE
6,RAB29
6,TIMM23
6,PRMT3
6,SLC38A10
6,PGAM5
6,ELAVL1
6,COPG1
6,RALY
6,TMEM194A
6,FZD2
6,SND1
6,TMEM230
6,HNRNPC
6,ACAT2
6,SMAD3
6,PNP
6,NUCB2
6,PSMB7
6,DIP2B
6,DHX37
6,RPL3
6,RPL5
6,RPL28
6,RPS11
6,SHMT1
6,TAP1
6,ALG9
6,RTCA
6,TMEM259
6,EIF4A3
6,NBPF10
6,IGF2BP1
6,IGF2BP3
6,CELF1
6,DNAJC21
6,RC3H1
6,R3HDM2
6,DHX30
6,FAM120A
6,SASH1
6,R3HDM1
6,ABCF1
6,LSM14A
6,GRSF1
6,GSK3B
6,C17orf97
6,RC3H2
6,YTHDF1
6,FAM120C
6,NBPF1
6,RPL29
6,SPATS2
6,STXBP2
6,BICC1
6,FXR1
6,ZCCHC3
6,TSPYL5
6,PRKRA
6,CEP95
6,DHX57
6,SECISBP2L
6,PTBP3
6,EIF3G
6,RPS3A
6,KLC2
6,PPP1CC
6,ARFGAP3
6,SEC62
6,LMNB2
6,MBTPS1
6,CNNM4
6,HUWE1
6,ESPL1
6,MYH11
6,DDX17
6,HNRNPA3
6,RBMX
6,HNRNPL
6,NPM1
6,POLR1E
6,LAMB1
6,LRPAP1
6,UBE2O
6,ASIC1
6,ADAM15
6,ATP6AP2
6,CTSD
6,EXT2
6,STOML1
6,FSTL3
6,TMEM5
6,SEMA3A
6,FAM3C
6,LEPREL2
6,AGR2
6,CNPY3
6,CTSC
6,PDIA5
6,ERP29
6,GALNT5
6,FKBP9
6,GALNT13
6,CLN5
6,IKBIP
6,VSTM2L
6,COL5A2
6,COL12A1
6,CD109
6,CTSL
6,CTSS
6,COCH
6,OLFML2A
6,DNASE2
6,PLBD2
6,DHFRL1
6,CLSTN1
6,MESDC2
6,POFUT2
6,CNPY4
6,GALC
6,B4GALNT1
6,GALNS
6,GBA
6,PCOLCE2
6,GFRA1
6,GLB1
6,GPC1
6,P4HA3
6,SUMF1
6,NENF
6,HEXA
6,HEXB
6,HLA-B
6,NDST1
6,IGF1R
6,IGFBP2
6,INHBB
6,ITGB4
6,L1CAM
6,LAMA3
6,LAMA5
6,LAMC1
6,LAMC2
6,LOXL2
6,IFITM10
6,LTBP3
6,MANBA
6,MATN2
6,MATN3
6,ARSD
6,MFI2
6,MGAT5
6,MUC5AC
6,NAGLU
6,NRCAM
6,NT5E
6,PAPPA
6,TXNDC12
6,CERCAM
6,SCARA3
6,ERAP1
6,GALNT7
6,CTSA
6,IMPAD1
6,P3H2
6,EDEM2
6,TMEM30A
6,TTC17
6,SULF2
6,DNAJC3
6,TWSG1
6,NTN4
6,SCPEP1
6,SPCS3
6,SEL1L
6,XYLT2
6,SFRP1
6,SGSH
6,BMP1
6,BST1
6,TAPBP
6,TFPI
6,THBS1
6,TIMP2
6,C1S
6,VLDLR
6,WNT7B
6,MANF
6,CRELD1
6,CRELD2
6,TTC13
6,GALNT14
6,HHIPL2
6,TFPI2
6,THSD4
6,PLBD1
6,PDGFD
6,ITFG1
6,TXNDC5
6,ST6GAL2
6,CNTNAP1
6,B4GALT4
6,CTSF
6,ST3GAL5
6,P4HA2
6,NXPE3
6,CHST10
6,MINPP1
6,CELSR1
6,EDEM1
6,MRPL37
6,MRPL44
6,BASP1
6,SLC9A3R2
6,C6orf47
6,NCSTN
6,NEDD4L
6,SLIRP
6,ZC3HAV1
6,DST
6,NF2
6,OBSL1
6,PAK4
6,RICTOR
6,ANP32B
6,C12orf29
6,CAMTA1
6,CPEB4
6,DDX3X
6,DENR
6,FAM193B
6,MAP4
6,NUFIP2
6,PKN2
6,TARBP2
6,ZNF346
6,EIF3D
6,EIF4B
6,SERBP1
6,MRPS11
6,RAVER1
6,ASCC3
6,ZNF787
6,CALCOCO2
6,MRPL2
6,EHHADH
6,NME6
6,C8orf59
6,RBMS2
6,UTP11L
6,WDR46
6,TIAL1
6,CNPY2
6,KPNA2
6,TFB1M
6,AMMECR1L
6,ANAPC10
6,AUH
6,DONSON
6,FSD1
6,IBA57
6,LUC7L
6,MAP7
6,MPG
6,MRPL55
6,MRPS15
6,PIN4
6,RBM3
6,REPIN1
6,RPL35
6,RRP36
6,FMN2
6,AGPAT1
6,FAM134B
6,FN1
6,GNL1
6,KCNB2
6,MCOLN3
6,MRPL28
6,PSMA2
6,SPCS1
6,TMX3
6,PSMD11
6,CAMP
6,ABR
6,SERPINB5
6,UTP6
6,FBF1
6,SRFBP1
6,ZNF100
6,RPS15
6,RPS17
6,IGHMBP2
6,RPL31
6,ZC3H7B
6,SRSF3
6,MEX3D
6,FMNL3
6,YBX3
6,YBX1
6,U2AF1L4
6,KAT7
6,DEPDC1
6,PITX2
6,KRR1
6,MCRS1
6,ZNF668
6,PRDM10
6,THAP4
6,DGKZ
6,ZNF22
6,ZNF574
6,DUSP11
6,SHPRH
6,ZNF48
6,PTOV1
6,TRIM71
6,METTL17
6,YY1AP1
6,GDF11
6,SMARCA4
6,RILPL2
6,TRIM25
6,EDC4
6,RBMXL3
6,HNRNPUL2
6,IGF2BP2
6,HNRNPDL
6,CNBP
6,MRPS7
6,PRRC2C
6,HBA1
6,HBA2
6,PTX3
6,MARCH8
6,ILF3
6,HIST1H2BJ
6,YWHAH
6,RBM14
6,YTHDF2
6,HNRNPM
6,ILF2
6,HNRNPH3
6,PCNA
6,MYO6
6,NSF
6,MRPL1
6,SAE1
6,LOC102724594
6,DYNLT1
6,HNRNPA1
6,SYNCRIP
6,SRRT
6,CFL2
6,HNRNPH2
6,U2AF2
6,MATR3
6,KHDRBS1
6,H3F3C
6,PABPN1
6,HNRNPR
6,BYSL
6,WASL
6,NFAT5
6,RBMS1
6,MRPS6
6,CRMP1
6,CAPRIN1
6,PLS1
6,STK38
6,AGO1
6,C14orf166
6,RTCB
6,SNRNP70
6,EIF5A
6,THRAP3
6,SRSF9
6,HNRNPK
6,PCBP2
6,DAZAP1
6,CMPK1
6,TARDBP
6,TWF2
6,PPIL1
6,PLOD3
6,PABPC5
6,PTBP1
6,FUS
6,SAFB2
6,NLRP3
6,HNRNPAB
6,FUBP3
6,NONO
6,RPL37
6,HNRNPD
6,EWSR1
6,RPL17
6,RPL24
6,RHPN2
6,GIPC1
6,BAIAP2L1
6,PPP1CA
6,PCBP1
6,ADAR
6,MAPK1IP1L
6,ZNF703
6,HIST2H3D
6,FEM1A
6,GRPEL2
6,ID3
6,ADO
6,ANKRD40
6,ZIC5
6,PLAGL2
6,DDIT4
6,FOXK2
6,STARD7
6,TRAF4
6,SRCAP
6,MTHFD2
6,PLK1
6,RPL41
6,HIST1H3J
6,PIAS1
6,TXN
6,SNRPE
6,SNRPD2
6,HNRNPF
6,HNRNPA0
6,GEMIN5
6,NOP10
6,ZCRB1
6,MRPL54
6,UTP23
6,ZC3H8
6,C1orf35
6,APOBEC3C
6,RPS19BP1
6,RRP8
6,MRPL22
6,CAND2
6,LSM3
6,LSM2
6,MDK
6,MSI2
6,MRPL32
6,MRPL27
6,FAM98B
6,MRPL17
6,PRPF4
6,COX6C
6,DHX36
6,SMN2
6,HELZ2
6,EIF2B4
6,SH3GL1
6,WDR81
6,IFT27
6,DUSP3
6,MRPL13
6,TRMT6
6,SRSF2
6,OASL
6,NFKB2
6,CENPI
6,TAPBPL
6,INSL4
6,MGAT4B
6,PGGT1B
6,RBL1
6,MRPL47
